text,label
"Diluted bitumen (dilbit; the product of oil sands extraction) is transported through freshwater ecosystems critical to Pacific salmon. This is concerning, because crude oil disrupts cardiac development, morphology, and function in embryonic fish, and cardiac impairment in salmon can have major consequences on migratory success and fitness. The sensitivity of early life-stage salmon to dilbit and its specific cardiotoxic effects are unknown. Sockeye salmon parr were exposed to environmentally relevant concentrations of the water-soluble fraction (WSF) of dilbit for 1 wk and 4 wk, followed by an examination of molecular, morphological, and organismal endpoints related to cardiotoxicity. We show that parr are sensitive to WSF of dilbit, with total polycyclic aromatic hydrocarbon (PAH) concentrations of 3.5 microg/L sufficient to induce a liver biomarker of PAH exposure, and total PAH of 16.4 microg/L and 66.7 microg/L inducing PAH biomarkers in the heart. Furthermore, WSF of dilbit induces concentration-dependent cardiac remodeling coincident with performance effects: fish exposed to 66.7 microg/L total PAH have relatively fewer myocytes and more collagen in the compact myocardium and impaired swimming performance at 4 wk, whereas the opposite changes occur in fish exposed to 3.5 microg/L total PAH. The results demonstrate cardiac sensitivity to dilbit exposure that could directly impact sockeye migratory success. Environ Toxicol Chem 2017;36:354-360. (c) 2016 SETAC.",1
"The Pacific oyster Crassostrea gigas, a widely cultivated marine bivalve mollusc, is becoming a genetically and genomically enabled model for highly fecund marine metazoans with complex life-histories. A genome sequence is available for the Pacific oyster, as are first-generation, low-density, linkage and gene-centromere maps mostly constructed from microsatellite DNA makers. Here, higher density, second-generation, linkage maps are constructed from more than 1100 coding (exonic) single-nucleotide polymorphisms (SNPs), as well as 66 previously mapped microsatellite DNA markers, all typed in five families of Pacific oysters (nearly 172,000 genotypes). The map comprises 10 linkage groups, as expected, has an average total length of 588 cM, an average marker-spacing of 1.0 cM, and covers 86% of a genome estimated to be 616 cM. All but seven of the mapped SNPs map to 618 genome scaffolds; 260 scaffolds contain two or more mapped SNPs, but for 100 of these scaffolds (38.5%), the contained SNPs map to different linkage groups, suggesting widespread errors in scaffold assemblies. The 100 misassembled scaffolds are significantly longer than those that map to a single linkage group. On the genetic maps, marker orders and intermarker distances vary across families and mapping methods, owing to an abundance of markers segregating from only one parent, to widespread distortions of segregation ratios caused by early mortality, as previously observed for oysters, and to genotyping errors. Maps made from framework markers provide stronger support for marker orders and reasonable map lengths and are used to produce a consensus high-density linkage map containing 656 markers.",0
"Introduction. Non-proteolytic Clostridium botulinum is a major safety hazard for extended shelf life refrigerated foods. Purpose. The objective of this study was to evaluate the thermal lethality of products (10 oz. beef meatball trays and 16 oz. salmon fillet trays) processed in a microwave-assisted pasteurization system (MAPS). Methods. Thermal processing parameters were selected to inactivate the spores of C. botulinum Types B and E in beef meatball trays and Type E in salmon filet trays. After a mathematical method was developed to accurately simulate the internal temperature of products, Monte Carlo simulation was used to analyze the lethalities delivered at different processing steps of the pasteurization process. Results. The simulation results showed that the majority of the lethality (63 - 70%) was accumulated in the microwave-assisted heating (MAH) section, while the remaining lethality was completed in the cooling section, suggesting that the cooling section can contribute a significant portion of the lethality. Monte Carlo simulation was also used to analyze the effect of different processing parameters on the total lethality of products. With a target lethality of 6 log-reductions in the spores, more than 98.8% of the processes will achieve a minimum of a 5-log reduction of the spores of C. botulinum Type B in 10 oz. beef meatball trays, and more 98.5% of the processes achieve > 5 log-reductions in the spores of C. botulinum Type E in 16 oz. salmon fillet trays. The results of sensitivity analysis showed that the MAH section is critical to the accumulation of lethality in the products, with the heating temperature being the most sensitive parameter influencing the total lethality, followed by the heating rate and time in this section and the temperature in the pre-heating section. Significance. The results of this study may be used to improve the design and operation of the MAPS.",0
"The purpose of the study was to determine the effect of high-hydrostatic pressure (HHP) on inactivation of human norovirus (HuNoV) in oysters and to evaluate organoleptic characteristics of oysters treated at pressure levels required for HuNoV inactivation. Genogroup I.1 (GI.1) or Genogroup II.4 (GII.4) HuNoV was inoculated into oysters and treated at 300 to 600 MPa at 25 and 0 degrees C for 2 min. After HHP, viral particles were extracted by porcine gastric mucin-conjugated magnetic beads (PGM-MBs) and viral RNA was quantified by real-time RT-PCR. Lower initial temperature (0 degrees C) significantly enhanced HHP inactivation of HuNoV compared to ambient temperature (25 degrees C; P < 0.05). HHP at 350 and 500 MPa at 0 degrees C could achieve more than 4 log10 reduction of GII.4 and GI.1 HuNoV in oysters, respectively. HHP treatments did not significantly change color or texture of oyster tissue. A 1- to 5-scale hedonic sensory evaluation on appearance, aroma, color, and overall acceptability showed that pressure-treated oysters received significantly higher quality scores than the untreated control (P < 0.05). Elevated pressure levels at 450 and 500 MPa did not significantly affect scores compared to 300 MPa at 0 degrees C, indicating increasing pressure level did not affect sensory acceptability of oysters. Oysters treated at 0 degrees C had slightly lower acceptability than the group treated at room temperature on day 1 (P < 0.05), but after 1 wk storage, no significant difference in sensory attributes and consumer desirability was observed (P > 0.05).",0
"We investigated the abundance of total and pathogenic Vibrio parahaemolyticus in shellfish sampled from four provinces in China during May 2013 and March 2014 using the most probable number-polymerase chain reaction (MPN-PCR) method. Total V. parahaemolyticus was detected in 67.7% of 496 samples. A total of 38.1% and 10.1% of samples exceeded 1,000 MPN g(-1) and 10,000 MPN g(-1), respectively. V. parahaemolyticus densities followed a seasonal and geographical trend, with Guangxi and Sichuan shellfish possessing total V. parahaemolyticus levels that were 100-fold higher than those of the Liaoning and Shandong regions. Moreover, the levels of V. parahaemolyticus were at least 10-fold higher in the summer and autumn than in the cooler seasons. Pathogenic V. parahaemolyticus levels were generally lower than total V. parahaemolyticus levels by several log units and tended to be high in samples contaminated with high total V. parahaemolyticus levels. The aqua farms had a lower prevalence but higher abundance of total V. parahaemolyticus compared to retail markets. The catering markets showed the lowest levels of total V. parahaemolyticus, but 20.0% of samples exceeded 1,000 MPN g(-1). The levels of both total and pathogenic V. parahaemolyticus in oysters were higher than in clams. The log-transformed abundance of V. parahaemolyticus was significantly correlated with both water temperature and air temperature but not water salinity. These results provide baseline contamination data of V. parahaemolyticus in shellfish in China, which can be applied to local risk assessments to prioritize risk control to key sectors and evaluate the effectiveness of future control measures.",0
"Foods and biomaterials are, in general, heterogeneous and it is often a challenge to obtain spectral data which are representative for the chemical composition and distribution. This paper presents a setup for near-infrared (NIR) transmission imaging where the samples are completely trans-illuminated, probing the entire sample. The system measures falling samples at high speed and consists of an NIR imaging scanner covering the spectral range 760-1040 nm and a powerful line light source. The investigated samples were rather big: whole pork bellies of thickness up to 5 cm, salmon fillets with skin, and 3 cm thick model samples of ground pork meat. Partial least square regression models for fat were developed for ground pork and salmon fillet with high correlations (R = 0.98 and R = 0.95, respectively). The regression models were applied at pixel level in the hyperspectral transmission images and resulted in images of fat distribution where also deeply embedded fat clearly contributed to the result. The results suggest that it is possible to use transmission imaging for rapid, nondestructive, and representative sampling of very heterogeneous foods. The proposed system is suitable for industrial use.",0
"The variant muVar of OsHV-1 has been identified as the causative agent of an emerging disease in Europe affecting Crassostrea gigas oysters which has caused significant mortalities in C. gigas oyster stocks in France, Ireland, the UK, Spain, the Netherlands and Italy. Microvariants presenting some differences to the variant muVar have also been associated with mortalities in Australia and New Zealand. This study examined 30 Crassostrea gigas production bays in Ireland for the presence of Ostreid herpesvirus-1 (OsHV-1 and variants) between 2003 and 2012. A retrospective study conducted on archive Formalin Fixed Paraffin Embedded (FFPE) C. gigas material associated with mortality outbreaks between 2003 and 2008, found no evidence of the OsHV-1 reference type. Molecular analysis using a locked nucleic acid (LNA) real-time PCR specific for the identification of variants presenting the deletion in the microsatellite locus upstream of the ORF4 present in the variant muVar of OsHV-1 found one FFPE sample to be positive from a cohort of C. gigas oysters collected in 2007. Following reports of significant mortalities in three bays in 2008, the variant of OsHV-1, interpreted as the variant muVar was confirmed by PCR and sequence analysis. In 2009, 16 bays had confirmed mortality events associated with the variant interpreted as the variant muVar, and in a separate site the OsHV-1 reference type was also confirmed. By 2012, 29 bays around the Irish coastline were confirmed positive for the presence of the variant interpreted as the variant muVar of OsHV-1. Although the variant muVar was found to be the predominant genotype detected in 29 bays of the 30 bays in the study, co-existence with another genotype close to the variant muVar (with guanidine insertion) was also observed in 6 of these 29 bays. Only one sample consistent with the OsHV-1 reference type (HQ842610) was identified in one oyster producing bay in Ireland in 2009. All rights reserved, Elsevier.",0
"Effects of experimental exposure to Alexandrium fundyense, a Paralytic Shellfish Toxin (PST) producer known to affect bivalve physiological condition, upon eastern oysters, Crassostrea virginica with a variable natural infestation of the digenetic trematode Bucephalus sp. were determined. After a three-week exposure to cultured A. fundyense or to a control algal treatment with a non-toxic dinoflagellate, adult oysters were assessed for a suite of variables: histopathological condition, hematological variables (total and differential hemocyte counts, morphology), hemocyte functions (Reactive Oxygen Species (ROS) production and mitochondrial membrane potential), and expression in gills of genes involved in immune responses and cellular protection (MnSOD, CAT, GPX, MT-IV, galectin CvGal) or suspected to be (Dominin, Segon). By comparing individual oysters infested heavily with Bucephalus sp. and uninfested individuals, we found altered gonad and digestive gland tissue and an inflammatory response (increased hemocyte concentration in circulating hemolymph and hemocyte infiltrations in tissues) associated with trematode infestation. Exposure to A. fundyense led to a higher weighted prevalence of infection by the protozoan parasite Perkinsus marinus, responsible for Dermo disease. Additionally, exposure to A. fundyense in trematode-infested oysters was associated with the highest prevalence of P. marinus infection. These observations suggest that the development of P. marinus infection was advanced by A. fundyense exposure, and that, in trematode-infested oysters, P. marinus risk of infection was higher when exposed to A. fundyense. These effects were associated with suppression of the inflammatory response to trematode infestation by A. fundyense exposure. Additionally, the combination of trematode infestation and A. fundyense exposure caused degeneration of adductor muscle fibers, suggesting alteration of valve movements and catch state, which could increase susceptibility to predation. Altogether, these results suggest that exposure of trematode-infested oysters to A. fundyense can lead to overall physiological weakness that decrease oyster defense mechanisms.",1
"In salmonid aquaculture, a variety of technologies have been deployed that attempt to limit a range of environmental impacts associated with net-pen culture. One such technology employs a floating, solid-walled enclosure as the primary culture environment, providing greater potential control over negative interactions with surroundings waters while limiting energy use required for water circulation, thermo-regulation and supplemental oxygen provision. Here, we utilize life cycle assessment to model contributions to a suite of global-scale resource depletion and environmental concerns (including global warming potential, acidification potential, marine eutrophication potential, cumulative energy use, and biotic resource use) of such a technology deployed commercially to rear Chinook salmon in coastal British Columbia, Canada. Results indicate that at full grow-out, feed provisioning and on-site energy use dominate contributions across four of five impact categories assessed. For example, per tonne of salmon harvested, feed contributed approximately 72% to global warming potential, 72% to acidification potential, and accounted for 100% of biotic resource use. However, for both feed and on-site energy use, impacts are heavily influenced by specific sources of inputs; therefore efforts to improve the environmental performance of this technology should focus on reducing these in favor of less impactful alternatives.",0
"Global climate change is expected to have multiple impacts on food and water safety. Knowledge synthesis methods can provide a credible and robust assessment of the evidence on these potential impacts to inform risk assessments. To illustrate the utility of these methods to synthesize data for a case study scenario of one of the potential impacts of climate change on food safety, and to inform a complementary risk assessment model, we conducted a systematic review of the effects of water temperature and salinity on Vibrio parahaemolyticus in raw oysters and harvest waters. We searched four bibliographic databases for literature then two independent reviewers screened 953 citations for relevance and extracted data from 120 relevant articles. Sufficient data for meta-analysis were provided in 19 articles. Random-effects meta-analysis, a quality-of-evidence assessment, and meta-regression (where applicable) were conducted on unique data subsets reporting correlation coefficients for the relationships of interest. A positive correlation was identified between water temperature and V. parahaemolyticus in oysters (r = 0.58; 95% CI: 0.47 to 0.68) and water (r = 0.60; 95% CI: 0.47 to 0.70). However, both analyses were significantly heterogeneous (I2 = 74% and I2 = 75%, respectively), which was not explained by the variables evaluated in meta-regression. No consistent relationship was identified for water salinity. A low and very low quality-of-evidence was identified for the water temperature and salinity relationships, irrespective of sampling media. Due to insufficient reporting and availability, we were unable to perform meta-analysis on regression coefficients for direct inclusion in the risk assessment model. However, the synthesis process provided a structured and transparent evaluation of the evidence to confirm associations between water temperature and V. parahaemolyticus densities, indicate no consistent association between salinity and V. parahaemolyticus densities, and compile available regression coefficients. Future synthesis research could evaluate other effects of climate on food and water safety to inform additional risk assessments. All rights reserved, Elsevier.",1
"Bacterial coldwater disease (BCWD), caused by Flavobacterium psychrophilum, threatens wild and propagated salmonids worldwide and leads to substantial economic losses. In addition to being horizontally transmitted, F. psychrophilum can be passed from infected parents to their progeny, furthering the negative impacts of this pathogen. In Michigan, both feral and captive salmonid broodstocks are the gamete sources used in fishery propagation efforts. A 5-year study was initiated to follow the prevalence of systemic F. psychrophilum infections in feral broodstocks of four species (steelhead Oncorhynchus mykiss [potadromous Rainbow Trout]; Coho Salmon O. kisutch; Chinook Salmon O. tshawytscha; and Atlantic Salmon Salmo salar) residing in three Great Lakes watersheds. Additionally, captive broodstocks of four species (Rainbow Trout, Brown Trout Salmo trutta, Lake Trout Salvelinus namaycush, and Brook Trout Salvelinus fontinalis) maintained at two facilities were assessed for the presence of F. psychrophilum. The resultant offspring from each broodstock population were sampled for F. psychrophilum infections multiple times throughout hatchery residency. Using selective flavobacterial culture and PCR confirmation, F. psychrophilum was detected in all broodstocks except the captive Lake Trout and Brook Trout. Logistic regression analysis demonstrated that among the infected feral broodstocks, Chinook Salmon from the Lake Michigan watershed had the highest prevalence of systemic F. psychrophilum infection (mean = 63.2%). Among the captive broodstocks, the Gilchrist Creek strain of Brown Trout had the highest infection prevalence (mean = 5%). Collectively, the captive broodstocks were found to have significantly lower infection prevalence than the feral broodstocks. Despite the high prevalence of systemic F. psychrophilum infections in many broodstock populations, the bacterium was rarely detected in their progeny during hatchery rearing. However, heavy losses associated with clinical BCWD outbreaks did occur. Collectively, our results reinforce that BCWD continues to threaten Great Lakes basin salmonids.",0
"Amoebic gill disease (AGD) is the main health problem for the salmon industry in Tasmania, Australia and is now reported in most salmon producing countries. Antibody and gene expression responses to the pathogen, Neoparamoeba perurans, have been studied independently following primary exposure; however, the effects of sequential reinfection, which can often occur during net-pen culture of salmon, remain unclear. The association between the transcription of immunoglobulin (Ig) and their systemic and mucosal antibody levels in regards to AGD is unknown. Herein, we assessed the antibody responses as well as Ig transcription in the gills of Atlantic salmon infected only once and also sequentially with N. perurans. After four successive AGD challenges, no significant differences in plasma or skin mucus levels of IgM were observed between AGD-naive and challenged fish. However, IgM gene expression in gill lesions of AGD-affected fish increased up to 31 d after infection, while no changes in IgT, TCR and CD8 transcription were observed. Changes at IgM transcription level did not match the lack of antibody response in mucus, which is possibly explained by weak correlations existing between protein and mRNA abundances in cells and tissues. In the second experiment, which investigated Ig responses to AGD at the transcriptional as well as antibody production level in salmon after a single infection, the levels of serum or skin mucus IgM antibody were not affected and no changes in the IgM or IgT transcription were induced.",1
"Nitric oxide (NO) is a key immune defense agent that is produced from l-arginine in the airways by leukocytes and airway epithelial cells, primarily via inducible nitric oxide synthase (iNOS). Deficiencies in nasal NO levels have been associated with diseases such as primary ciliary dyskinesia and chronic rhinosinusitis. Herein, we demonstrate a proof-of-concept regarding a potential new therapeutic approach for such disorders. We show that arginine-rich low molecular weight peptides (LMWPs) derived from the FDA-approved protamine (obtained from salmon sperm) are effective at significantly raising NO production in both RAW 264.7 mouse macrophage and LA4 mouse epithelial cell lines. LMWP is produced using a stable, easily produced immobilized thermolysin gel column followed by size-exclusion purification. Monomeric l-arginine induces concentration-dependent increases in NO production in stimulated RAW 264.7 and LA4 cells, as measured by stable nitrite in the cell media. In stimulated RAW 264.7 cells, LMWP significantly increases iNOS expression and total NO production 12-24 h post-treatment compared to cells given equivalent levels of monomeric l-arginine. For stimulated LA4 cells, LMWPs are effective in significantly increasing NO production compared to equivalent l-arginine monomer concentrations over 24 h but do not substantially enhance iNOS expression. The use of the arginase inhibitor S-boronoethyl-l-cysteine in combination with LMWPs results in even higher NO production by stimulated RAW 264.7 cells and LA4 cells. Increases in NO due to LMWPs, compared to l-arginine, occur only after 4 h, which may be due to iNOS elevation rather than increased substrate availability.",0
"Individual-based modeling (IBM) approach combined with the microenvironment modeling of vacuum-packed cold-smoked salmon was more effective to describe the variability of the growth of a few Listeria monocytogenes cells contaminating irradiated salmon slices than the traditional population models. The IBM approach was particularly relevant to predict the absence of growth in 25% (5 among 20) of artificially contaminated cold-smoked salmon samples stored at 8 degrees C. These results confirmed similar observations obtained with smear soft cheese (Ferrier et al., 2013). These two different food models were used to compare the IBM/microscale and population/macroscale modeling approaches in more global exposure and risk assessment frameworks taking into account the variability and/or the uncertainty of the factors influencing the growth of L. monocytogenes. We observed that the traditional population models significantly overestimate exposure and risk estimates in comparison to IBM approach when contamination of foods occurs with a low number of cells (<100 per serving). Moreover, the exposure estimates obtained with the population model were characterized by a great uncertainty. The overestimation was mainly linked to the ability of IBM to predict no growth situations rather than the consideration of microscale environment. On the other hand, when the aim of quantitative risk assessment studies is only to assess the relative impact of changes in control measures affecting the growth of foodborne bacteria, the two modeling approach gave similar results and the simplest population approach was suitable.",0
"The T-box transcription factor T-bet is expressed in a number of hematopoietic cell types in mammals and plays an essential role in the lineage determination of Th1 T-helper cells and is considered as an essential feature for both innate and adaptive immune responses in higher vertebrates. In the present study, we have identified and characterized the full-length Atlantic salmon T-bet cDNA (3502 bp). The putative primary structure of the polypeptide deduced from the cDNA sequence contained 612 aa, which possessed a T-box DNA binding domain. Phylogenetic study and gene synteny revealed it is as a homolog to mammalian T-bet. Quantitative PCR analysis of different tissues in healthy fish showed that salmon T-bet gene was highly expressed in spleen, followed by head kidney, and was expressed in intestine, skin, and liver at lower levels. Moreover, the time-dependent expression profile of T-bet, interferon gamma (IFNgamma), interleukin-22 (IL-22), and natural killer enhancement factor in mucosal tissues during water-borne infection with live Aeromonas salmonicida, indicated the involvement of T-bet in mucosal immune response in Atlantic salmon.",0
"This study reports the levels of total arsenic and arsenic species in marine biota such as clams (Meretrix meretrix; N=21) and pearl oyster (Pinctada radiata; N=5) collected from nine costal sites in Jan 2014, and cuttlefish (Sepia pharaonis; N=8), shrimp (Penaeus semisulcatus; N=1), and seven commercially important finfish species (N=23) collected during Apr-May 2013 from seven offshore sites in the western Arabian Gulf. Total As and As species such as dimethylarsinic acid (DMA), arsenobetaine (AB), trimethylarsine oxide (TMAO), arsenocholine (AC), tetramethylarsonium ion (Tetra), arsenosugar-glycerol (As-Gly) and inorganic As (iAs) were determined by using ICPMS and HPLC/ICPMS. In bivalves, the total As concentrations ranged from 16 to 118mg/kg dry mass; the toxic iAs fraction contributed on average less than 0.8% of the total As, while the nontoxic AB fraction formed around 58%. Total As concentrations for the remaining seafood (cuttlefish, shrimp and finfish) ranged from 11 to 134mg/kg dry mass and the iAs and AB fractions contributed on average 0.03% and 81% respectively of the total As. There was no significant relationship between the tissue concentrations of total As and iAs in the samples. There was also no significant relationship between As levels in seafood and geographical location or salinity of the waters from which samples were collected. Based on our results, we recommend introducing a maximum permissible level of arsenic in seafood from the Gulf based on iAs content rather than based on total As. Our analyses of cancer risks and non-cancer hazards identified non-negligible risks and the potential for hazards; the greatest risks were identified for expatriate consumers of bivalves and high-end consumers of seafood. Despite this, many uncertainties remain that would be best addressed by further analyses.",0
"Plastics are persistent synthetic polymers that accumulate as waste in the marine environment. Microplastic (MP) particles are derived from the breakdown of larger debris or can enter the environment as microscopic fragments. Because filter-feeder organisms ingest MP while feeding, they are likely to be impacted by MP pollution. To assess the impact of polystyrene microspheres (micro-PS) on the physiology of the Pacific oyster, adult oysters were experimentally exposed to virgin micro-PS (2 and 6 microm in diameter; 0.023 mg.L(-1)) for 2 mo during a reproductive cycle. Effects were investigated on ecophysiological parameters; cellular, transcriptomic, and proteomic responses; fecundity; and offspring development. Oysters preferentially ingested the 6-microm micro-PS over the 2-microm-diameter particles. Consumption of microalgae and absorption efficiency were significantly higher in exposed oysters, suggesting compensatory and physical effects on both digestive parameters. After 2 mo, exposed oysters had significant decreases in oocyte number (-38%), diameter (-5%), and sperm velocity (-23%). The D-larval yield and larval development of offspring derived from exposed parents decreased by 41% and 18%, respectively, compared with control offspring. Dynamic energy budget modeling, supported by transcriptomic profiles, suggested a significant shift of energy allocation from reproduction to structural growth, and elevated maintenance costs in exposed oysters, which is thought to be caused by interference with energy uptake. Molecular signatures of endocrine disruption were also revealed, but no endocrine disruptors were found in the biological samples. This study provides evidence that micro-PS cause feeding modifications and reproductive disruption in oysters, with significant impacts on offspring.",1
"BACKGROUND: The sea louse is the most economically and environmentally serious ectoparasite of marine salmonids. Sea lice have been largely controlled by treatment with a variety of medicines. In order to understand the sustainability of medicine usage, an analysis of sea louse treatment data has been carried out for all Scottish salmon farms from 2005 to 2011. RESULTS: Overall, there was an increase from 0.156 to 0.282 treatments month(-1) ; treatments could involve one or multiple agents. This increase was mostly in bath treatments (cypermethrin in 2007, largely replaced by deltamethrin and azamethiphos in 2008). Treatments using in-feed treatments (emamectin benzoate and teflubenzuron) increased only slowly. Treatments involving more than one medicine in a single month also increased, as did the probability of follow-up treatments. Treatments were seasonal, with peaks of in-feed treatments in March and August and bath treatments more frequent between August and December. CONCLUSION: Frequency of sea louse treatment increased substantially, with an increase in multiagent and follow-up treatments. This increase in treatment activity is expensive to the industry and increases exposure of the neighbouring environment. This indicates that earlier louse control practices were not sustainable and so adapted.",1
"Noroviruses are the most common cause of acute gastroenteritis associated with bivalve shellfish consumption. This study aimed to detect and characterize noroviruses in three bivalve shellfish species: oysters (Saccostrea forskali), cockles (Anadara nodifera), and mussels (Perna viridis). The virus concentration procedure (adsorption-twice elution-extraction) and a molecular method were employed to identify noroviruses in shellfish. RT-nested PCR was able to detect known norovirus GII.4 of 8.8 x 10(-2) genome copies/g of digestive tissues from oyster and cockle concentrates, whereas in mussel concentrates, the positive result was seen at 8.8 x 10(2) copies/g of digestive tissues. From August 2011 to July 2012, a total of 300 shellfish samples, including each of 100 samples from oysters, cockles, and mussels were collected and tested for noroviruses. Norovirus RNA was detected in 12.3 % of shellfish samples. Of the noroviruses, 7.7 % were of the genogroup (G) I, 2.6 % GII, and 2.0 % were mixed GI and GII. The detection rate of norovirus GI was 2.1 times higher than GII. With regards to the different shellfish species, 17 % of the oyster samples were positive, while 14.0 and 6.0 % were positive for noroviruses found in mussels and cockles, respectively. Norovirus contamination in the shellfish occurred throughout the year with the highest peak in September. Seventeen norovirus-positive PCR products were characterized upon a partial sequence analysis of the capsid gene. Based on phylogenetic analysis, five different genotypes of norovirus GI (GI.2, GI.3, GI.4, GI.5, and GI.9) and four different genotypes of GII (GII.1, GII.2, GII.3, and GII.4) were identified. These findings indicate the prevalence and distribution of noroviruses in three shellfish species. The high prevalence of noroviruses in oysters contributes to the optimization of monitoring plans to improve the preventive strategies of acute gastroenteritis.",0
"Two Chlamydiales have previously been found to infect Atlantic salmon (Salmo salar L.), Candidatus Piscichlamydia salmonis and Candidatus Clavichlamydia salmonicola. Both develop intracellularly in cyst-like inclusions in gill cells, generally referred to as epitheliocysts. Here, we present evidence for the association of a novel species of Chlamydiales with epitheliocystis in Atlantic salmon. Based on its partial 16S rRNA gene sequence, it is a new member of the family Simkaniaceae, and a 95.7 % identity to the type species Candidatus Syngnamydia venezia suggests inclusion in the candidate genus Syngnamydia. The presence of the bacterium in epitheliocysts in gills of Atlantic salmon was demonstrated by RNA-RNA hybridization. Ultrastructurally, the novel bacterium produces pleomorphic reticulate bodies and elementary bodies (EBs) with a characteristic morphology. The EBs are short rods with a terminal disc-like cap area, a sub-apical spherical vacuole-like electron-lucent structure and a post-equatorial nucleoid. We propose the name Candidatus Syngnamydia salmonis for this new agent from epitheliocysts in seawater-reared salmon .",1
"Reductions in flesh contaminant concentrations were evaluated in a 36-week feeding trial examining several dietary techniques. Atlantic salmon were fed one of seven dietary treatments for 24 weeks. These diets included a fishmeal, fish oil control diet, an industry control diet, three diets that examined a 75% replacement level of anchovy oil (AO) with flaxseed oil, canola oil and poultry fat, and two diets formulated to be low in contaminants formulated with canola oil, activated carbon-treated anchovy oil and canola protein concentrate or soy protein concentrate. Following this initial 24-week feeding interval, a 12-week finishing diet was utilized to restore the levels of omega-3 highly unsaturated fatty acids (n-3 HUFAs). The salmon had marked reductions in their flesh concentrations of total polychlorinated biphenyls (PCBs), dioxin-like PCBs and total toxic equivalents by the end of the grow-out phase, but also exhibited significant depressions in their flesh concentrations of n-3 HUFAs relative to 100AO-fed fish. The 12-week finishing diet period was effective in partially re-instating omega-3 levels to those present in the flesh lipids of fish fed 100AO while concurrently maintaining lower flesh contaminant concentrations. 2013 John Wiley & Sons Ltd.",0
"Salmon farming is an important economic activity, and employer, particularly for remoter areas of Scotland; crustacean fisheries are also significant small businesses in these areas. Salmon frames (the head and spine that remain after evisceration and filleting) are sometimes used to bait the creel pots used to catch lobsters and crabs. These frames may contain pathogens that could potentially be spread to salmon farms in the vicinity of creel fisheries. Therefore, an analysis has been carried out for key pathogens of farmed salmon to assess the risks associated with this process. Infection of farms via creel bait requires that: (1) pathogens are present in salmon at harvest; (2) they are not removed from the salmon that used for bait during processing; (3) they transmit from creel pot baits to salmon farms. This last step is critical and leads to most of the uncertainty in results. Risk were assessed for 7 viruses, 3 bacteria, and 3 eukaryotic parasites of importance to salmon farming. A potentially significant risk was identified in association with disease control programmes if fish were filleted at a secondary processor; such a situation should arise only rarely. A very low risk, per event, was identified from imports, however, because of large numbers of Norwegian imports processed in the UK this risk is always present. Risks were at worst of low (disease control) or very low (imports) probability and are significant only because of the magnitude of consequences.",1
"BACKGROUND: Methods of stunning used in salmon slaughter are still the subject of research. Fish quality can be influenced by pre-, ante- and post-mortem conditions, including handling before slaughter, slaughter methods and storage conditions. Carbon monoxide (CO) is known to improve colour stability in red muscle and to reduce microbial growth and lipid oxidation in live fish exposed to CO. Quality differences in Atlantic salmon, Salmo salar L., stunned by CO or percussion, were evaluated and compared by different techniques [near infrared reflectance spectroscopy (NIRS), electronic nose (EN), electronic tongue (ET)] and sensory analysis. RESULTS: Thawed samples, freeze-dried preparates and NIRS devices proved to be the most efficient combinations for discriminating the treatments applied to salmon, i.e. first the stunning methods adopted, then the back-prediction of the maximum time to reach rigor mortis and finally to correlate some sensory attributes. A trained panel found significant differences between control and CO-stunned salmon: reduced tactile crumbliness, reduced odour and aroma intensities, and reduced tenderness of CO-treated fillets. CO stunning reduced radiation absorbance in spectra of thawed and freeze-dried fillets, but not fillet samples stored in ethanol, where it may have interacted with myoglobin and myosin. CONCLUSIONS: The good results in a rapid discrimination of thawed samples detected by NIRS suggest suitable applications in the fish industry. CO treatment could mitigate sensory perception, but consumer tests are needed to confirm our findings. (c) 2015 Society of Chemical Industry.",0
"A total of 46 polycyclic aromatic hydrocarbons (PAHs, 21 parent and 25 alkylated) were determined in seawater, surface sediment and oyster from coastal area of Dalian, North China. The concentration of Sigma46PAHs in seawater, sediment, and oyster were 136-621 ng/L, 172-4700 ng/g dry weight (dw) and 60.0-129 ng/g wet weight (ww) in winter, and 65.0-1130 ng/L, 71.1-1090 ng/g dw and 72.8-216 ng/g ww in summer, respectively. High PAH levels were found in industrial area both in winter and summer. Selected PAH levels in sediments were compared with Sediments Quality Guidelines (ERM-ERL, TEL-PEL indexes) for evaluation probable toxic effects on marine organism and the results indicate that surface sediment from all sampling sites have a low to medium ecotoxicological risk. Daily intake of PAHs via oyster as seafood by humans were estimated and the results indicated that oyster intake would not pose a health risk to humans even 30 days after a oil spill accident near by. Water-sediment exchange analysis showed that, both in winter and summer, the fluxes for most high molecular weight PAHs were from seawater to sediment, while for low molecular weight PAHs, an equilibrium was reached between seawater and sediment.",0
